20.5,45.2,0
21.3,48.1,0
19.8,46.5,0
22.1,52.3,0
20.9,47.8,0
21.5,49.2,0
20.2,45.9,0
22.3,51.1,0
21.1,48.5,0
20.8,46.3,0
22.5,50.2,0
21.2,47.9,0
20.4,45.1,0
21.9,49.8,0
22.0,51.5,0
20.6,46.7,0
21.4,48.3,0
22.2,50.9,0
21.0,47.4,0
20.7,45.6,0
20.3,46.8,0
21.7,50.1,0
20.1,45.4,0
22.4,51.3,0
21.6,49.5,0
20.9,47.2,0
21.8,50.7,0
20.5,46.1,0
22.1,51.8,0
21.3,48.9,0
19.9,45.8,0
21.1,49.3,0
20.4,47.6,0
22.2,50.5,0
21.0,48.2,0
20.8,46.9,0
21.6,49.7,0
20.2,46.4,0
22.0,51.2,0
21.4,48.7,0
20.6,45.9,0
21.8,50.2,0
20.3,46.2,0
22.3,51.7,0
21.2,48.4,0
20.7,47.1,0
21.5,49.9,0
20.1,45.3,0
22.0,50.8,0
21.3,48.6,0
20.4,45.8,0
21.1,48.6,0
20.8,47.1,0
22.3,51.4,0
21.4,48.9,0
20.2,45.6,0
21.7,50.4,0
20.6,47.0,0
22.1,50.7,0
21.2,48.5,0
20.5,47.2,0
21.3,49.0,0
20.1,45.4,0
22.2,50.8,0
21.6,49.8,0
20.3,46.4,0
21.5,49.9,0
20.7,47.5,0
22.0,51.0,0
21.2,48.2,0
19.5,45.0,0
20.0,46.0,0
21.5,48.5,0
20.0,45.5,0
22.5,50.5,0
21.8,49.2,0
20.1,45.9,0
21.9,50.3,0
20.3,46.5,0
22.4,50.9,0
21.7,49.8,0
20.8,47.2,0
21.4,49.1,0
20.6,46.8,0
22.3,51.5,0
21.1,48.3,0
20.9,47.6,0
21.2,48.8,0
20.7,46.9,0
22.6,50.4,0
19.7,45.3,0
20.2,46.2,0
21.8,49.4,0
20.4,46.7,0
22.2,50.6,0
21.3,48.7,0
20.5,46.4,0
21.6,49.2,0
20.1,45.8,0
22.1,50.7,0
21.0,48.1,0
20.8,47.3,0
21.1,48.6,0
10.2,25.3,1
12.5,28.1,1
8.9,22.5,1
11.1,26.2,1
9.8,24.3,1
36.5,78.2,1
38.3,80.1,1
35.8,82.3,1
37.1,79.5,1
39.2,81.8,1
13.2,29.5,1
11.5,27.8,1
10.8,26.5,1
37.9,83.1,1
38.5,84.5,1
36.2,81.2,1
9.5,23.9,1
12.3,28.7,1
35.1,77.8,1
38.9,85.2,1
7.3,20.1,1
14.2,31.5,1
39.8,86.3,1
8.7,21.8,1
11.9,27.2,1
10.4,25.9,1
37.2,81.5,1
36.8,79.3,1
39.1,82.5,1
6.5,18.2,1
15.1,33.1,1
5.8,17.5,1
38.2,83.9,1
36.5,80.7,1
39.5,84.1,1
9.2,24.6,1
12.7,29.3,1
35.9,78.5,1
39.0,85.8,1
7.8,21.3,1
13.5,30.2,1
38.7,84.2,1
11.3,27.9,1
10.1,25.4,1
36.9,79.8,1
8.5,22.0,1
11.8,28.0,1
39.3,85.7,1
9.1,23.8,1
12.2,29.1,1
10.5,26.1,1
37.5,82.3,1
36.7,80.2,1
39.6,84.8,1
7.1,19.5,1
14.8,32.5,1
6.2,18.8,1
38.4,84.3,1
36.3,80.0,1
39.2,85.5,1
9.9,24.9,1
12.9,29.8,1
35.5,77.3,1
39.1,85.9,1
8.3,21.7,1
13.1,30.8,1
38.9,84.9,1
11.2,28.1,1
10.3,25.6,1
37.1,80.5,1
5.2,16.5,1
16.5,35.8,1
40.5,87.2,1
4.8,15.9,1
17.2,37.1,1
3.5,14.2,1
41.2,88.5,1
42.0,89.3,1
35.0,76.5,1
39.8,86.1,1
6.8,19.8,1
14.5,32.0,1
40.1,87.8,1
2.1,12.5,1
18.9,38.9,1
1.5,11.8,1
41.8,89.5,1
43.2,90.2,1
34.5,75.8,1
40.5,87.5,1
5.5,17.2,1
15.8,34.5,1
42.5,91.0,1
0.5,10.2,1
20.2,40.5,1
12.0,29.0,1
10.5,26.5,1
13.5,31.0,1
11.2,27.8,1
14.0,32.5,1
9.0,23.5,1
12.8,29.5,1
10.2,26.0,1
13.8,31.5,1
11.5,28.2,1
37.5,81.5,1
38.8,83.8,1
36.5,79.2,1
37.2,80.8,1
39.5,85.5,1
36.0,78.5,1
37.8,82.2,1
38.2,84.5,1
36.8,80.5,1
39.2,85.2,1
8.0,21.0,1
12.0,28.5,1
10.8,26.8,1
11.5,27.5,1
14.5,31.8,1
9.5,24.0,1
13.2,30.5,1
10.0,25.5,1
11.8,27.8,1
35.2,77.5,1
36.9,79.8,1
38.5,84.2,1
37.8,82.0,1
38.0,83.5,1
36.2,78.2,1
37.5,81.8,1
39.0,85.0,1
36.5,79.5,1
38.8,84.8,1
6.5,18.5,1
15.2,33.8,1
40.2,87.2,1
3.2,13.5,1
18.5,39.2,1
2.5,12.8,1
41.0,88.5,1
42.2,90.0,1
34.8,76.2,1
40.2,86.8,1
7.2,20.2,1
16.2,35.5,1
41.2,88.2,1
1.8,11.5,1
19.5,40.0,1
20.7,45.3,0
21.6,48.7,0
20.4,46.8,0
22.5,50.4,0
21.2,48.3,0
20.3,45.6,0
21.9,50.5,0
20.5,46.7,0
22.2,50.9,0
21.4,49.2,0
20.0,45.2,0
21.0,48.9,0
20.8,47.3,0
22.1,50.7,0
21.3,48.6,0
20.6,47.0,0
21.5,49.5,0
20.2,46.1,0
22.4,51.1,0
21.1,48.7,0
9.5,24.5,1
11.8,27.5,1
10.3,25.8,1
12.5,28.9,1
8.8,21.9,1
13.0,30.2,1
10.7,26.5,1
12.2,28.5,1
11.0,27.2,1
37.8,82.5,1
39.1,84.8,1
36.2,79.0,1
37.5,81.2,1
38.9,85.0,1
35.8,78.8,1
37.2,81.5,1
38.5,84.2,1
37.0,80.0,1
39.0,85.5,1
39.3,85.8,1
7.5,20.5,1
14.2,32.2,1
40.8,87.5,1
4.2,14.5,1
18.8,39.5,1
2.8,13.2,1
41.5,89.0,1
42.8,90.5,1
35.2,76.8,1
40.8,87.2,1
6.2,19.0,1
15.5,34.2,1
41.8,88.8,1
20.4,46.1,0
21.2,48.5,0
20.7,46.9,0
22.3,51.2,0
21.0,48.4,0
20.3,45.8,0
21.6,50.1,0
20.5,46.5,0
22.0,50.8,0
